price,body,mileage,engV,engType,drive,car,,,,,registration,year,model
17000,0,28,2,1,0,24,,,,,yes,2010,Forester
39000,0,88,4.5,2,0,14,,,,,yes,2009,Land Cruiser 200
53500,0,46,5.5,1,0,1,,,,,yes,2008,G 500
28999,1,86,3.5,1,2,14,,,,,yes,2013,Camry
13700,1,120,3.5,1,2,3,,,,,yes,2008,Accord
42000,1,5,2,1,1,5,,,,,yes,2016,520
12200,4,103,2,2,0,24,,,,,yes,2009,Legacy
25600,0,94,2,2,0,15,,,,,yes,2013,IX35
12000,1,186,3.2,1,0,7,,,,,yes,2006,Passat B6
2850,3,280,2.5,2,,8,,,,,no,1999,A6
9700,0,230,2.5,0,0,24,,,,,yes,2006,Forester
8800,1,110,1.6,0,0,17,,,,,yes,2013,Lacetti
8900,4,180,1.9,2,2,7,,,,,yes,2010,Caddy груз.
169900,0,0,4.4,2,0,6,,,,,yes,2016,Range 48
75555,1,30,4.4,1,0,5,,,,,yes,2014,550
95555,0,60,4.4,2,0,6,,,,,yes,2014,Range 48
42900,1,2,2,1,1,5,,,,,yes,2016,520
10950,1,44,1.6,0,2,16,,,,,yes,2012,Astra H
2800,5,100,2,1,2,21,,,,,yes,1992,626
79450,4,0,NA,2,,6,,,,,yes,2016,Range 48 Sport
8400,1,170,3,1,0,24,,,,,yes,2004,Legacy
12900,1,177,2.4,0,2,14,,,,,yes,2009,Camry
8900,1,115,1.6,1,2,14,,,,,yes,2008,Corolla
2500,1,313,1.6,1,2,0,,,,,yes,1993,Mondeo
9500,3,78,1.5,2,2,4,,,,,yes,2014,Kangoo груз.
6800,3,170,1.3,2,2,16,,,,,yes,2006,Astra H
26999,0,180,4.8,0,0,5,,,,,yes,2008,X5
7250,2,83,NA,4,,4,,,,,yes,2013,Kangoo груз.
27700,1,21,2.5,1,2,14,,,,,yes,2015,Camry
29500,0,0,2.5,1,0,24,,,,,yes,2015,Forester
5300,2,145,1.5,4,2,4,,,,,yes,2010,Kangoo груз.
9100,1,151,1.6,0,2,14,,,,,yes,2007,Corolla
14300,0,110,2.5,1,0,24,,,,,yes,2008,Forester
14999,0,79,2.5,1,0,0,,,,,yes,2013,Kuga
6500,1,298,2.5,1,1,5,,,,,yes,1998,523
6600,2,134,1.5,2,2,4,,,,,yes,2011,Kangoo груз.
5450,1,242,1.6,0,2,17,,,,,yes,2004,Lacetti
23800,0,205,4.2,0,0,8,,,,,yes,2007,Q7
20859.15,0,1,2,1,2,14,,,,,yes,2016,Rav 4
33700,2,11,1.4,1,2,7,,,,,yes,2016,Touran
13000,1,140,2,1,2,7,,,,,yes,2006,Jetta
13300,0,127,3.5,0,0,2,,,,,yes,2007,Murano
44000,0,99,5,1,0,6,,,,,yes,2010,Range 48
39900,0,0,2.2,2,0,15,,,,,yes,2016,Santa FE
19000,1,109,1.8,1,2,7,,,,,yes,2012,Passat B7
7200,5,114,1.4,0,2,0,,,,,yes,2009,Focus
19999,0,142,3.5,0,0,20,,,,,yes,2008,RX 350
32000,1,22,2.5,1,2,14,,,,,yes,2015,Camry
2200,1,303,2.5,2,1,5,,,,,no,1999,525
3100,3,1,2,2,1,5,,,,,no,2002,320
35500,0,165,4,0,0,14,,,,,yes,2011,Land Cruiser Prado
11200,1,60,1.6,1,2,12,,,,,yes,2012,Rio
0,0,5,3,2,0,5,,,,,yes,2016,X6
8800,4,26,1,1,1,27,,,,,yes,2011,Fortwo
8000,0,220,2.4,0,0,11,,,,,yes,2004,Outlander
7800,3,142,1.8,0,2,17,,,,,yes,2010,Lacetti
8500,1,149,1.6,0,2,18,,,,,yes,2008,Octavia Tour
13499,1,162,1.4,1,2,7,,,,,yes,2012,Passat B7
4200,4,130,99.99,1,,27,,,,,yes,2002,Fortwo
11500,4,189,2,2,2,7,,,,,yes,2011,Caddy груз.
37400,0,0,2.2,2,0,15,,,,,yes,2016,Santa FE
10999,2,207,2,2,2,4,,,,,yes,2012,Trafic груз.
3500,2,395,2.3,2,2,1,,,,,no,1997,Vito пасс.
17895.15,5,0,1.6,2,2,28,,,,,yes,2016,308
13950,1,143,2,1,1,3,,,,,yes,2008,Accord
43500,1,59,4.6,1,0,1,,,,,yes,2011,S 500
18900,0,145,2,0,0,15,,,,,yes,2011,IX35
3500,1,83,1.6,1,2,42,,,,,yes,2008,Amulet
0,0,22,4.5,2,0,20,,,,,yes,2016,LX 450
85000,4,20,6,1,0,32,,,,,yes,2008,Continental
0,1,240,2.8,0,1,5,,,,,yes,1997,528
23000,1,75,2,1,,7,,,,,yes,2013,Passat CC
10800,0,142,2,2,0,15,,,,,yes,2007,Tucson
4850,1,270,2.6,1,2,8,,,,,yes,1995,A6
16000,1,250,2,2,,8,,,,,yes,2008,A6
7900,4,206,2.2,2,1,1,,,,,yes,2004,Vito пасс.
33800,0,44,3.7,1,0,22,,,,,yes,2012,FX 37
8900,1,117,2,1,2,0,,,,,yes,2008,Mondeo
9850,1,140,2,1,2,3,,,,,yes,2006,Accord
14500,0,151,2.5,2,0,2,,,,,yes,2006,Pathfinder
13700,0,270,4.6,0,0,5,,,,,yes,2004,X5
2900,3,236,2,2,1,5,,,,,no,2001,320
8500,4,200,1.6,2,2,7,,,,,yes,2011,Caddy груз.
13500,0,69,NA,1,0,21,,,,,yes,2008,CX-7
4800,1,1,1.6,1,2,3,,,,,yes,1999,Civic
13600,2,190,2.2,2,1,1,,,,,yes,2009,Vito пасс.
53500,0,57,3,2,0,6,,,,,yes,2013,Range 48 Sport
16600,0,83,2,1,0,2,,,,,yes,2013,X-Trail
12300,1,115,2.5,1,2,2,,,,,yes,2009,Teana
2300,5,91,0.6,1,1,27,,,,,no,2002,Fortwo
74777,0,63,5.7,0,0,20,,,,,yes,2012,LX 570
14700,1,93,2,1,,3,,,,,yes,2009,Accord
9500,0,225,2.4,0,0,11,,,,,yes,2004,Outlander
3650,1,64,1.4,1,2,19,,,,,yes,2008,Lanos
16300,0,125,2.7,0,0,15,,,,,yes,2007,Santa FE
12000,5,44,1,1,2,0,,,,,yes,2013,Focus
3700,5,282,1.4,1,2,14,,,,,yes,1995,Corolla
10800,0,106,2,0,0,15,,,,,yes,2007,Tucson
10999,1,225,3,2,1,5,,,,,yes,2003,530
0,0,63,5.5,1,0,1,,,,,yes,2011,GL 550
85900,0,60,3,2,0,6,,,,,yes,2013,Range 48 Sport
39900,0,120,5,1,0,6,,,,,yes,2012,Range 48
7899,2,129,1.5,4,2,4,,,,,yes,2014,Kangoo груз.
11700,1,131,2.4,1,2,14,,,,,yes,2007,Camry
14500,1,1,1.6,4,2,7,,,,,yes,2016,Polo
15300,4,120,2.6,1,1,1,,,,,yes,2004,CLK 240
35500,0,99,5,0,0,1,,,,,yes,2005,G 63 A72
6500,1,335,2.8,1,1,5,,,,,yes,1996,528
44000,4,82,5.5,1,0,1,,,,,yes,2010,S 500
12000,2,177,NA,2,1,1,,,,,yes,2013,Vito груз.
10400,5,45,1,1,2,0,,,,,yes,2013,Focus
0,1,13,1.6,1,2,25,,,,,yes,2012,2115
18000,5,45,NA,4,2,2,,,,,yes,2013,Leaf
12500,0,107,2,0,0,2,,,,,yes,2008,Qashqai
32500,0,152,3,2,0,5,,,,,yes,2008,X5
24000,0,73,4,1,0,14,,,,,yes,2008,Land Cruiser Prado
29602.95,1,1,1.4,1,2,8,,,,,yes,2016,A4
13500,2,124,2,2,2,7,,,,,yes,2013,T5 (Transporter) груз
15500,0,146,2.4,0,0,14,,,,,yes,2008,Rav 4
15000,4,205,NA,1,1,5,,,,,yes,2004,530
23880,1,127,3,1,0,31,,,,,yes,2011,S80
13900,0,184,3,0,0,5,,,,,yes,2004,X5
15500,5,41,NA,4,0,2,,,,,yes,2014,Leaf
250000,4,6,5.5,1,0,1,,,,,yes,2016,S 63 A72
15000,5,22,NA,4,2,2,,,,,yes,2014,Leaf
19800,0,252,4.2,2,0,14,,,,,yes,2002,Land Cruiser 100
249999,4,3,5.5,1,0,1,,,,,yes,2016,S 63 A72
18500,0,200,3.2,0,0,13,,,,,yes,2005,Cayenne
10900,0,160,3,1,0,24,,,,,yes,2006,Tribeca
0,2,146,2.5,2,0,7,,,,,yes,2009,T5 (Transporter) пасс.
55555,4,45,6,1,0,32,,,,,yes,2005,Continental
3300,1,200,1.5,0,2,25,,,,,yes,2004,2115
11400,1,206,3,1,1,5,,,,,yes,2003,530
10066.485,5,1,1.25,1,2,0,,,,,yes,2015,Fiesta
20800,1,49,3.5,1,2,14,,,,,yes,2011,Camry
6300,2,73,1.5,2,2,4,,,,,yes,2008,Kangoo пасс.
2600,4,200,2.4,1,2,11,,,,,no,2002,Lancer
21166.665,1,0,1.8,1,2,15,,,,,yes,2015,Elantra
11400,0,153,NA,2,0,33,,,,,yes,2010,Kyron
18400,0,160,4.7,0,0,14,,,,,yes,2003,Land Cruiser 100
6700,5,88,1.6,1,,17,,,,,yes,2009,Lacetti
51900,0,30,3,2,0,7,,,,,yes,2015,Touareg
8300,1,140,3,1,,14,,,,,yes,2002,Camry
11200,0,78,2,1,0,15,,,,,yes,2009,Tucson
20500,1,155,3,1,0,8,,,,,yes,2010,A6
13800,4,57,1.6,1,2,15,,,,,yes,2012,Elantra
16800,4,266,3,2,1,1,,,,,yes,2007,E-Class
37900,0,73,3,2,0,7,,,,,yes,2012,Touareg
8700,4,520,2.5,2,2,7,,,,,yes,1999,T4 (Transporter) пасс.
15200,1,195,3,2,1,1,,,,,yes,2007,E-Class
2650,3,270,2.5,2,2,8,,,,,no,2001,A6
14500,1,127,2.4,0,2,14,,,,,yes,2008,Camry
5700,5,190,1.2,1,2,0,,,,,yes,2008,Fiesta
13500,1,233,3,2,1,5,,,,,yes,2003,530
31900,1,97,2.2,2,1,1,,,,,yes,2011,E-Class
0,1,350,2,4,,21,,,,,yes,2003,6
11800,1,167,3.2,2,1,1,,,,,yes,2003,E-Class
6399,3,230,2.5,2,2,8,,,,,yes,1999,A6
8800,1,140,1.8,1,2,18,,,,,yes,2007,Superb
3800,1,270,2.5,2,2,8,,,,,no,2000,A6
3550,1,274,3.2,2,,1,,,,,no,2002,E-Class
39900,0,127,5.5,1,0,1,,,,,yes,2010,GL 550
49900,0,73,3,2,0,13,,,,,yes,2011,Cayenne
50900,0,53,3.6,1,0,13,,,,,yes,2013,Cayenne
10200,1,143,2.4,4,2,31,,,,,yes,2006,S80
11700,0,197,3,0,0,11,,,,,yes,2006,Pajero Sport
1250,5,250,2,1,1,0,,,,,yes,1986,Scorpio
20600,1,107,1.8,1,2,7,,,,,yes,2012,Passat CC
9200,1,172,2.8,1,1,1,,,,,yes,1997,E-Class
26800,3,160,2.2,2,1,1,,,,,yes,2014,E-Class
26700,0,171,3.6,2,0,6,,,,,yes,2008,Range 48 Sport
25999,1,60,1.8,1,2,7,,,,,yes,2014,Passat B7
7600,2,158,2,2,2,7,,,,,yes,2009,Caddy груз.
9300,1,90,1.6,1,2,15,,,,,yes,2011,Elantra
140000,0,88,5.46,1,0,1,,,,,yes,2013,G 63 A72
5200,3,175,1.4,1,2,18,,,,,yes,2004,Fabia
19000,1,21,2,1,2,0,,,,,yes,2012,Mondeo
21500,4,72,3,1,1,5,,,,,yes,2007,Z4
24800,0,90,4,1,0,14,,,,,yes,2008,FJ Cruiser
46700,1,115,5.5,1,0,1,,,,,yes,2011,S 500
9999,1,76,2,1,0,24,,,,,yes,2008,Legacy
19500,5,35,2.3,1,2,0,,,,,yes,2013,Mondeo
86999,0,0,3,2,0,5,,,,,yes,2016,X6
37600,0,126,4.7,1,0,14,,,,,yes,2008,Land Cruiser 200
18700,4,87,2.2,2,0,12,,,,,yes,2010,Sorento
2450,1,328,2.5,2,1,5,,,,,no,1996,525
7800,2,1,NA,2,,30,,,,,yes,2010,Doblo пасс.
12300,4,102,1.8,1,2,18,,,,,yes,2010,Octavia A5
19900,4,112,2,1,2,7,,,,,yes,2012,Passat CC
16900,0,120,3.2,1,0,13,,,,,yes,2005,Cayenne
20900,1,82,2,2,2,7,,,,,yes,2012,Passat B7
10500,0,120,2.7,1,0,15,,,,,yes,2006,Tucson
17900,4,98,3,1,1,5,,,,,yes,2007,Z4
19000,0,263,4.2,2,0,14,,,,,yes,2001,Land Cruiser 100
55000,0,65,2.99,2,0,8,,,,,yes,2013,A6 Allroad
124999,0,0,3,2,0,1,,,,,yes,2016,GLS 350
222222,4,0,6,1,0,32,,,,,yes,2015,Continental
7499,2,123,1.5,2,2,4,,,,,yes,2009,Kangoo пасс.
6500,3,101,2,2,2,7,,,,,yes,2011,Passat B6
10999,1,130,1.8,1,2,3,,,,,yes,2007,Civic
13000,0,110,3,1,0,24,,,,,yes,2006,Tribeca
0,2,207,2,2,2,7,,,,,yes,2012,T5 (Transporter) груз
28888,0,20,2.2,2,0,15,,,,,yes,2013,Santa FE
0,2,239,2,2,2,7,,,,,yes,2012,T5 (Transporter) пасс.
21000,0,135,3.5,1,0,1,,,,,yes,2007,ML 350
39900,1,29,6.3,1,1,1,,,,,yes,2007,S 63 A72
11000,1,319,2.2,2,1,1,,,,,yes,2003,220
10600,2,153,1.6,2,,7,,,,,yes,2012,Caddy груз.
12700,2,160,3,2,1,1,,,,,yes,2007,Vito пасс.
15861,5,29,NA,4,2,2,,,,,yes,2014,Leaf
6400,2,136,1.5,2,2,4,,,,,yes,2012,Kangoo груз.
4450,0,164,1.7,4,0,17,,,,,yes,2006,Niva
3300,1,234,1.8,1,2,18,,,,,no,2002,Superb
2700,4,160,2,1,2,4,,,,,no,2001,Megane
16000,0,250,4.7,0,0,14,,,,,yes,2001,Land Cruiser 100
0,0,1,3,2,0,8,,,,,yes,2016,A6 Allroad
12800,2,190,1.7,2,2,16,,,,,yes,2011,Zafira
27768.975,0,1,2.2,2,2,15,,,,,yes,2015,Santa FE
37500,0,115,5.7,1,0,14,,,,,yes,2008,Land Cruiser 200
21303.75,0,1,2,1,2,2,,,,,yes,2015,Qashqai
39600,0,98,3,1,0,5,,,,,yes,2011,X6
0,1,200,2.5,2,1,0,,,,,yes,1996,Scorpio
14673,5,34,NA,4,2,2,,,,,yes,2013,Leaf
19600,0,80,2,0,0,12,,,,,yes,2013,Sportage
8900,1,58,2,1,2,17,,,,,yes,2012,Epica
30500,1,630,NA,1,1,5,,,,,yes,2010,523
29500,1,850,NA,1,1,5,,,,,yes,2011,523
14500,0,740,2,1,0,2,,,,,yes,2008,X-Trail
3350,1,154,1.6,0,2,25,,,,,yes,2008,21099
11999,1,162,2.2,2,0,15,,,,,yes,2006,Santa FE
4999,1,135,1.5,0,2,17,,,,,yes,2008,Aveo
2450,1,200,1.3,0,2,7,,,,,yes,1991,Jetta
11999,1,139,3.5,1,2,14,,,,,yes,2008,Camry
9500,0,87,2,0,,15,,,,,yes,2008,Tucson
39900,1,84,5.5,1,0,1,,,,,yes,2011,S 500
14246,5,42,NA,4,2,2,,,,,yes,2013,Leaf
6300,5,81,1.6,1,2,17,,,,,yes,2009,Lacetti
12000,2,196,2,2,2,7,,,,,yes,2011,T5 (Transporter) груз
33000,1,147,3,2,1,5,,,,,yes,2009,730
15999,0,87,2.4,0,0,15,,,,,yes,2011,Santa FE
15800,1,39,1.8,1,2,18,,,,,yes,2013,Octavia A5
3400,5,220,1.9,2,2,18,,,,,no,2002,Octavia
49900,4,82,3,1,1,5,,,,,yes,2012,640
12333,0,78,2,1,0,15,,,,,yes,2009,Tucson
15500,3,112,1.8,1,2,18,,,,,yes,2011,Superb
9200,1,195,2,1,2,7,,,,,yes,2006,Passat B6
9100,1,170,1.6,1,2,18,,,,,yes,2007,Octavia A5
15999,1,67,2,1,2,0,,,,,yes,2011,Mondeo
11800,0,140,2,1,0,2,,,,,yes,2009,Qashqai
3000,1,240,1.8,1,2,7,,,,,yes,1991,Jetta
79900,1,29,3,1,0,13,,,,,yes,2014,Panamera
85000,4,20,6,1,0,32,,,,,yes,2008,Continental
5200,1,11,NA,1,2,17,,,,,yes,2007,Aveo
10800,4,146,1.6,2,2,7,,,,,yes,2012,Caddy
16800,0,250,3,2,0,5,,,,,yes,2004,X5
19500,0,169,4.2,0,0,6,,,,,yes,2007,Range 48 Sport
15500,2,180,2,2,2,16,,,,,yes,2010,Viv66 пасс.
2900,1,84,1.6,1,2,25,,,,,yes,2007,21099
17900,1,57,1.4,1,2,18,,,,,yes,2012,Superb
23999,0,194,3,1,0,5,,,,,yes,2007,X5
115916.4825,4,1,3.8,1,0,2,,,,,yes,2016,GT-R
69900,1,76,6,1,1,1,,,,,yes,2010,S 500
79900,1,29,3,1,0,13,,,,,yes,2014,Panamera
3600,1,35,1.5,1,1,25,,,,,yes,2009,2107
7500,1,107,1.4,1,2,16,,,,,yes,2007,Astra G
12300,1,102,1.6,1,2,18,,,,,yes,2012,Octavia A5
10200,1,59,1.4,1,2,15,,,,,yes,2012,Accent
15658,5,49,NA,4,2,2,,,,,yes,2013,Leaf
9550,0,138,2,0,2,15,,,,,yes,2007,Tucson
9850,2,126,2,2,2,7,,,,,yes,2012,Caddy груз.
1850,5,316,2,2,2,16,,,,,no,1999,Astra G
19500,1,128,1.8,1,2,7,,,,,yes,2013,Passat B7
5200,4,200,1.7,0,2,3,,,,,yes,2002,Civic
4000,5,260,1.5,1,2,3,,,,,yes,1999,Civic
29000,0,139,3.5,0,0,1,,,,,yes,2009,ML 350
15000,4,280,2.8,2,1,7,,,,,yes,2006,LT пасс.
10700,1,57,1.3,1,2,14,,,,,yes,2010,Corolla
0,2,159,1.5,2,2,4,,,,,yes,2011,Kangoo груз.
0,0,65,2.99,2,0,8,,,,,yes,2013,A6 Allroad
51000,0,52,3,2,0,13,,,,,yes,2013,Cayenne
33715.5,0,1,2.7,1,0,14,,,,,yes,2015,Land Cruiser Prado
13000,4,200,4.6,0,1,0,,,,,yes,1994,Mustang GT
164500,0,0,4.5,2,0,14,,,,,yes,2015,Land Cruiser 200
0,2,124,1.6,2,2,7,,,,,yes,2013,Caddy груз.
18700,0,97,3.2,2,0,11,,,,,yes,2009,Pajero Wagon
94500,4,18,3.8,1,0,2,,,,,yes,2014,GT-R
16999,3,140,4.2,1,0,8,,,,,yes,2007,A6 Allroad
92000,0,0,5,1,0,6,,,,,yes,2015,Range 48 Sport
0,4,142,2.5,2,0,7,,,,,yes,2007,Multi2
5900,1,170,1.6,1,2,11,,,,,yes,2007,Lancer
5950,5,12,1.5,1,2,38,,,,,yes,2015,Lanos
19800,5,33,NA,4,2,2,,,,,yes,2014,Leaf
15444,5,61,NA,4,2,2,,,,,yes,2013,Leaf
14900,1,74,2.4,0,2,15,,,,,yes,2012,Sonata
12850,5,30,NA,4,2,2,,,,,yes,2011,Leaf
9300,1,95,2,1,2,11,,,,,yes,2008,Lancer X
19500,0,150,4,1,0,14,,,,,yes,2005,Land Cruiser Prado
19000,1,123,1.6,1,2,34,,,,,yes,2013,DS5
43800,0,85,5.7,0,0,20,,,,,yes,2009,LX 570
32000,0,96,3.5,1,0,1,,,,,yes,2010,ML 350
10500,1,185,1.6,1,2,14,,,,,yes,2008,Corolla
33500,1,0,2.4,1,2,15,,,,,yes,2016,Sonata
4600,3,180,1.6,1,2,16,,,,,yes,2000,Astra G
5200,1,126,1.5,0,2,17,,,,,yes,2007,Aveo
54500,0,118,5.7,1,0,20,,,,,yes,2010,LX 570
2150,3,199,1.9,2,2,4,,,,,no,2003,Laguna
1650,1,270,1.8,1,1,5,,,,,no,1995,318
3150,1,200,2,2,1,5,,,,,no,1999,320
45555,1,42,3,2,1,1,,,,,yes,2011,S 350
16000,0,90,2,1,0,7,,,,,yes,2011,Tiguan
21900,1,110,3,1,2,15,,,,,yes,2012,Grandeur
9555,2,152,1.6,2,2,7,,,,,yes,2012,Caddy груз.
10777,2,157,1.6,2,2,7,,,,,yes,2012,Caddy груз.
0,0,1,4.5,2,0,14,,,,,yes,2016,Land Cruiser 200
11000,3,171,1.9,2,2,7,,,,,yes,2009,Golf Variant
0,3,0,3,2,0,8,,,,,yes,2016,A6 Allroad
94900,4,18,3.8,1,0,2,,,,,yes,2013,GT-R
12700,5,156,1.6,2,2,7,,,,,yes,2011,Golf VI
2750,1,147,1.3,1,2,19,,,,,yes,2003,Sens
99999,4,0,3,1,0,5,,,,,yes,2016,640
3100,1,160,1.5,1,2,25,,,,,yes,2006,21099
4200,1,310,1.4,1,2,4,,,,,yes,2003,Symbol
17777,2,250,2,2,0,7,,,,,yes,2010,T6 (Transporter) пасс.
3799,1,210,2,1,1,1,,,,,yes,1995,200
16238,5,27,NA,4,2,2,,,,,yes,2013,Leaf
114999,0,0,3,2,0,1,,,,,yes,2016,GLS 350
3050,1,260,1.6,0,2,0,,,,,yes,1994,Mondeo
16000,4,138,5.7,0,0,35,,,,,yes,2006,RAM
14600,2,217,2.2,2,1,1,,,,,yes,2012,Vito груз.
7750,1,259,3,2,0,8,,,,,no,2005,A6
16500,4,122,2.2,1,1,5,,,,,yes,2005,520
12600,1,219,3.6,1,1,5,,,,,yes,2002,735
26900,0,161,4.7,1,0,20,,,,,yes,2006,LX 470
3100,1,315,2.5,2,1,5,,,,,no,1998,525
20300,0,67,2,2,0,15,,,,,yes,2012,IX35
20300,0,55,2,2,0,15,,,,,yes,2012,IX35
10999,0,128,2,0,0,29,,,,,yes,2007,Grand Vitara
5900,2,250,1.9,2,2,4,,,,,yes,2005,Trafic груз.
15300,1,107,2.5,1,1,20,,,,,yes,2007,IS 250
18888,0,116,5.6,0,0,2,,,,,yes,2007,Armada
5450,1,67,1.6,1,2,25,,,,,yes,2013,2170
27694.134,0,1,1.6,2,2,2,,,,,yes,2016,X-Trail
4300,2,196,1.3,2,,30,,,,,yes,2004,Doblo пасс.
8999,3,161,2,2,2,7,,,,,yes,2008,Passat B6
20500,0,73,2,1,1,5,,,,,yes,2011,X1
11800,1,189,2.4,0,2,14,,,,,yes,2007,Camry
12800,3,167,1.6,2,2,7,,,,,yes,2011,Golf Variant
3350,5,190,1.6,0,2,25,,,,,yes,2008,2114
12000,0,135,2.5,1,0,24,,,,,yes,2008,Forester
24500,1,222,5.5,1,1,1,,,,,yes,2005,S 550
7850,5,87,1.6,1,2,12,,,,,yes,2008,Ceed
5000,1,400,2.5,1,1,5,,,,,yes,1991,525
16999,1,149,3.5,1,0,20,,,,,yes,2007,GS 350
21340.8,1,1,2,1,2,21,,,,,yes,2015,6
25500,3,181,3,1,0,8,,,,,yes,2009,A6 Allroad
25000,5,2,NA,4,2,2,,,,,yes,2015,Leaf
8200,1,210,3.5,1,1,5,,,,,yes,1999,735
11200,1,280,2.2,2,1,1,,,,,yes,2005,E-Class
7200,5,163,1.6,1,2,0,,,,,yes,2005,C-Max
115500,0,2,4.5,2,0,20,,,,,yes,2016,LX 570
12000,1,70,2,1,2,21,,,,,yes,2008,6
37000,1,130,3,1,0,5,,,,,yes,2011,535
16800,0,165,2.7,1,0,14,,,,,yes,2005,Land Cruiser Prado
15000,0,23,2,1,2,2,,,,,yes,2010,Qashqai
16700,5,39,NA,4,2,2,,,,,yes,2015,Leaf
3300,1,250,3,2,1,5,,,,,no,2000,530
23999,0,119,4.8,1,0,13,,,,,yes,2008,Cayenne
6300,2,217,1.9,2,2,30,,,,,yes,2005,Doblo пасс.
14200,4,130,2.4,1,2,3,,,,,yes,2009,Accord
24500,4,73,8.3,1,1,35,,,,,yes,2005,RAM
37000,1,64,4.6,1,0,20,,,,,yes,2010,LS 460
21950,0,141,2.7,0,0,14,,,,,yes,2010,Venza
8200,3,135,1.6,0,2,18,,,,,yes,2007,Octavia Tour
67000,1,33,4.8,1,0,13,,,,,yes,2011,Panamera
21500,0,107,2.2,2,0,12,,,,,yes,2011,Sorento
112000,5,22,4.8,1,0,13,,,,,yes,2014,Panamera
22999,0,72,2.2,2,0,12,,,,,yes,2012,Sorento
24999,0,153,4,1,0,14,,,,,yes,2007,Land Cruiser Prado
22800,0,45,2,2,0,12,,,,,yes,2013,Sportage
18500,0,227,4.7,1,0,20,,,,,yes,2002,LX 470
7600,2,240,2.2,2,1,1,,,,,yes,2005,Vito пасс.
14900,3,221,2,2,1,5,,,,,yes,2008,520
5300,2,212,2.2,2,2,1,,,,,yes,2000,Vito пасс.
800,4,150,1.5,1,2,25,,,,,yes,2002,2108
3900,1,64,1.4,0,2,19,,,,,yes,2008,Lanos
13700,4,103,2,2,,7,,,,,yes,2011,Passat B6
2550,3,312,2.5,2,1,5,,,,,no,1999,525
13300,4,131,2.4,0,2,14,,,,,yes,2008,Camry
6950,3,138,1.2,0,2,18,,,,,yes,2009,Fabia
6800,5,146,1.6,1,2,28,,,,,yes,2007,207
15600,0,79,3.5,1,0,21,,,,,yes,2008,CX-9
12200,1,185,3.5,1,2,14,,,,,yes,2008,Camry
2900,1,375,1.8,1,2,21,,,,,yes,1995,626
22900,1,197,2.2,2,1,1,,,,,yes,2010,E-Class
22800,0,0,2,1,2,15,,,,,yes,2016,Tucson
6700,1,213,2,0,2,21,,,,,yes,2003,6
45000,1,110,NA,4,0,5,,,,,yes,2012,535
11500,2,180,2.2,2,1,1,,,,,yes,2011,Vito пасс.
12300,1,99,2.5,1,2,4,,,,,yes,2011,Latitude
15500,1,80,1.4,1,2,7,,,,,yes,2013,Jetta
28600,0,66,2.2,2,0,14,,,,,yes,2013,Rav 4
14900,1,171,3.2,0,0,1,,,,,yes,2006,E-Class
26999,1,131,2,2,1,5,,,,,yes,2011,520
13250,1,96,2.4,0,2,14,,,,,yes,2008,Rav 4
3450,1,140,1.5,0,2,19,,,,,yes,2007,Lanos
40000,0,45,3,2,0,36,,,,,yes,2012,Grand Cherokee
5500,1,150,2,1,2,12,,,,,yes,2004,Magentis
0,4,0,3,2,0,35,,,,,yes,2015,RAM
10500,4,32,2,1,,37,,,,,yes,2013,Haval
10900,2,191,2.2,2,1,1,,,,,yes,2007,Vito пасс.
99999,0,0,4.5,2,0,14,,,,,yes,2016,Land Cruiser 200
26500,1,26,2.5,1,2,21,,,,,yes,2014,6
13300,3,157,2,2,1,5,,,,,yes,2007,520
72000,1,55,6.3,1,0,8,,,,,yes,2012,A8
14900,5,87,1.8,1,2,18,,,,,yes,2012,Octavia A5
0,2,190,2.2,2,1,1,,,,,yes,2007,Vito пасс.
164999,0,1,4.4,2,0,6,,,,,yes,2016,Range 48
26000,0,33,2,2,0,15,,,,,yes,2013,IX35
8700,1,131,1.6,0,2,14,,,,,yes,2007,Corolla
15000,4,30,NA,4,2,2,,,,,yes,2013,Leaf
95000,4,3,3.8,1,,2,,,,,yes,2013,GT-R
20850,0,114,3.5,0,0,3,,,,,yes,2009,Pilot
38000,0,0,2,1,0,24,,,,,yes,2016,Forester
11280.79875,1,1,1.4,1,2,17,,,,,yes,2016,Aveo
11500,1,119,2,2,2,7,,,,,yes,2007,Passat B6
5650,1,151,1.4,1,,16,,,,,yes,2008,Astra G
10974.21,1,1,1.6,1,2,7,,,,,yes,2015,Polo
10900,5,163,1.8,1,2,18,,,,,yes,2006,Octavia
53900,4,1,2.3,1,1,0,,,,,yes,2016,Mustang
7039.5,5,1,1.5,1,2,38,,,,,yes,2015,Lanos
3500,1,272,2,2,1,5,,,,,yes,2000,320
14800,1,30,2,1,2,21,,,,,yes,2009,6
3950,4,113,1.5,4,2,19,,,,,yes,2006,Lanos
36100,1,75,3,2,0,8,,,,,yes,2011,A7
0,0,1,3,2,0,1,,,,,yes,2016,GLS 350
12200,2,164,2.5,2,2,4,,,,,yes,2009,Trafic груз.
29500,0,253,5,1,0,1,,,,,yes,2003,G 500
71999,0,0,2.2,2,0,1,,,,,yes,2016,GLE-Class
49500,0,60,3.6,1,0,13,,,,,yes,2012,Cayenne
29500,0,189,3,2,0,5,,,,,yes,2009,X5
13893.75,1,119,2,1,2,0,,,,,yes,2011,Mondeo
39000,0,180,3,2,0,5,,,,,yes,2011,X5
